Title,Cited by,Link,Abstract
"Turkey, the United States and the Delusion of geopolitics",12,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746646882&doi=10.1080%2f00396330600905460&partnerID=40&md5=6d36282d19b2beb1a872d69bbfd3b00f","US-Turkish relations have been driven by a narrow concept of geopolitics. Today, the key questions are not geographic or theoretical - whether Turkey is a bridge or a barrier, a flank or a front - but how Turkey will act, and whether Turkish and American policies are convergent or divergent. For decades, the relationship between Ankara and Washington has been described as 'strategic' - sustained and supportive of the most important objectives of both sides. The strategic quality of the relationship can no longer be taken for granted. A reinvigorated strategic relationship is possible, but is likely to have quite different contours, with new forms of engagement and more realistic expectations."
"Does the UN have intelligence?",6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746608209&doi=10.1080%2f00396330600905445&partnerID=40&md5=385c7da0018443315e6eeef614f4f3c8","Is collective security possible when evaluating and responding to threats depend on access to intelligence that, by its nature, cannot be shared openly? Debates over whether the United States should share intelligence with and through the United Nations have arisen in every administration and have been won each time by those who showed that it was in the US interest to do so. The question is no longer whether intelligence should be shared, but rather how and to what effect."
"Preparing for nation-building",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33746659947&doi=10.1080%2f00396330600905486&partnerID=40&md5=92c503bd0806cca5a1198208545fabec","Preparation for nation-building requires that responsible political leaders consult both with regional and functional experts, those who know why the society in question descended into conflict and those who know from experience elsewhere how to put such societies back together. Goals must be established which transcend the most immediate and normally negative purposes of the inter vention, e.g. halting conflict, stopping genocide or turning back aggression. These positive goals must be commensurate with the scale of military manpower and economic assistance likely to be committed. The larger the social transformation envisaged, the greater the resistance likely to be encountered. The most common cause for the failure of nation-building endeavours is a mismatch between objectives and commitments."
"Sources and limits of Chinese 'soft power'",107,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747616843&doi=10.1080%2f00396330600765377&partnerID=40&md5=9523a935b9fa1cb88fe5803df614b6dd","In current analysis and debate concerning China's rise, the subject of soft power is either missing or misapplied. Since the 1990s, China has achieved impressive gains both in terms of soft power resources and the ability to convert the resources into desired foreign-policy outcomes. Unlike the former Soviet Union, China appears to be more successful in developing hard and soft power in tandem. Its steppedup endeavours in expanding its soft power nevertheless continue to be constrained by three factors: imbalance in resources, legitimacy concerns regarding its diplomacy, and a lack of coherent agenda. How Washington and its allies respond to this unique power pattern will shape the future strategic landscape of East Asia and beyond."
"Europe's jihadist dilemma",18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747591179&doi=10.1080%2f00396330600765518&partnerID=40&md5=f18bf0925731c4a99a63a0810980ab31","Various conditions have facilitated Europe's rise as a 'hub' of global jihad, especially the presence of a nucleus of foreign Islamist activists, a large pool of potential recruits, and the freedom to operate with few, if any, restrictions. The Iraq war has prompted a revival of the jihadist network in Europe. In response, European policymakers need legal reforms, increased institutional cooperation and sustained efforts to engage with European Muslim communities. The threat is both urgent and profound, and it will be necessary to embark on considered long-term strategies which may require European leaders to re-examine some of the tacit arrangements that have allowed European societies to enjoy an unparalleled degree of domestic freedom, peace and prosperity."
"Populist resurgence in Latin America?",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747607001&doi=10.1080%2f00396330600765393&partnerID=40&md5=b2c77fcc1f26a21977d4cf5bfe62aef2","Latin American voters will soon cast ballots in national elections in several countries. Some argue that the region is undergoing a uniform political shift to the left, that mistrust of neo-liberal economics and US foreign policy has united these states in a populist wave of reaction against both, and that this trend will bind these states to countries outside the region, undermining US interests. This generalisation does not withstand country-specific scrutiny. Analysis of the unique political circumstances in each of these states reveals that the populist, anti-American trend is hardly uniform, and that the political and economic ties that bind Latin America and the United States are not so easily undone."
"Demilitarising the 'war on terror'",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747593720&doi=10.1080%2f00396330600765443&partnerID=40&md5=2fc60ea26f4a7432b774cabfb80eab35","The elimination of Afghanistan as al-Qaeda's physical base in 2001 hastened the dispersal of global jihadists into cities. In turn, the advent of Iraq as a field of jihad has prompted jihadists to refine and spread urban warfare techniques. If they choose to apply these techniques robustly to infiltrated cities elsewhere, the extraordinary need for special-operations forces - superseding the Western taboo on using a nation's military forces against its own citizens within its own territory - could arise. The US Department of Defense appears inclined to believe that the application of military power - albeit unconventional military power - will ultimately dictate victory. Such an attitude could lead to the downplaying of paramount non-military aspects of counter-terrorism, to the detriment of national and international security. If the US State Department were armed with a mandate to coordinate national counter-terrorism efforts, diplomatic, political, law-enforcement and intelligence efforts against terrorism would gain momentum and coherence."
"The emerging consensus for preventive war",18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747719378&doi=10.1080%2f00396330600765419&partnerID=40&md5=e6bb15d452f5d1ccafc2967b97af4706","After u September 2001, the George W. Bush administration declared that the United States had adopted a 'pre-emptive' military doctrine to address new threats posed by terrorists and 'rogue states' armed with nuclear, biological or chemical weapons. However, the so-called 'Bush Doctrine' met substantial international opposition when it was proposed - and even more resistance when it was applied to the case of Iraq. Subsequent events in Iraq have not made the idea any more popular. It is somewhat startling, then, that numerous states and international organisations seem now to support the call to revise long-held international understandings about when force might be used. A sizable number agree that the risk of calamitous surprise attacks, especially with nuclear, biological or chemical weapons, might justify preventive strikes or wars against terrorists or their state sponsors. Anew international norm may thus be under construction, though states continue to disagree about the agents of decision and action."
"What missile proliferation means for Europe",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747655192&doi=10.1080%2f00396330600765542&partnerID=40&md5=2f45fbb36fa826251e8eabf84cc1869f","The missile issue is back, yet the problem has not yet generated the broader public debate necessary to understand what missile proliferation really means for Europe and what instruments should be chosen to deal with it. For Europe, the most important ramification of this proliferation will be to restrain European willingness to intervene militarily beyond the territories of NATO and EU members. With this background, the debate on missile defence is likely to continue on Europe, yet with only a moderate threat perception, tight budgets and other military necessities, missile defences can not be a political priority."
"Chaos in the North Caucasus and Russia's future",20,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747598675&doi=10.1080%2f00396330600765484&partnerID=40&md5=f76dc8455c85aad50346c1504f08e338","Chechen-style turmoil is spreading across the rest of the North Caucasus, and the Kremlin seems incapable of coping with the mounting chaos, or even understanding its causes - among them poverty, unemployment, ethnic tensions, corrupt pro-Moscow elites and high-handed policies by local authorities. Islam has become an increasingly powerful political force, and some Islamist groups are unquestionably radical and violent, and seek a sharia-based Caliphate uniting the North Caucasus. Their tactics include assassinations, kidnappings, bombings and armed attacks against towns. But there is a bigger issue at stake. Russia has many millions of Muslims, and xenophobic, anti-Muslim organisations and sentiment are increasingly prominent in the Russian political landscape. The spread of the North Caucasus crisis to other Muslim regions, such as Bashkortostan and Tatarstan, could affect Russia's entire political trajectory."
"Nuclear terrorism: A disheartening dissent",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33747599586&doi=10.1080%2f00396330600765583&partnerID=40&md5=90efb9081797c8c8e95955e94b2d6639","Since the early 1990s, the maximum violence in acts of international terrorism has steadily increased. It is on the basis of this trajectory - and because of al-Qaeda's stated aims to acquire and use a so-called 'weapon of mass destruction' - that many analysts have concluded that a nuclear terror attack is likely only a matter of time. Others argue that this is alarmism, but the fissile material is available, or could become available, from a Russian nuclear stockpile that remains dangerously insecure. An improvised nuclear device would be difficult, but not too difficult, to build. And there are terrorist groups that have already demonstrated the technical abilities and organisational reach to make us very worried."
"China's energy security: Domestic and international issues",54,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644626302&doi=10.1080%2f00396330600594322&partnerID=40&md5=d9f1e6db0f1d6a963ddd55ac4884f454","Energy security became an issue for China as a by-product of economic expansion. Over the past three decades China's access to offshore sources of energy has never been threatened for political reasons. The webs of interdependence between China and United States and its Asian allies on the one hand, and oil-supplying countries on the other, provide the single most powerful assurance against future disruptions to Chinese oil imports. The more daunting challenge for China is to make energy governance a key element in its conservation programmes. For the rest of the world, the desirable approach is to work with China in order to achieve a managed rise in China's energy consumption."
"Thinking straight and talking straight: Problems of intelligence analysis",6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644630391&doi=10.1080%2f00396330600594231&partnerID=40&md5=a4260e26b9611e07d6cebb98884962a9","Supplying accurate and actionable intelligence for the 'global war on terror' is threatened by a convergence of societal and governmental trends that make it extremely difficult to hire the right people, train them or allow them to collaborate effectively. None of the current efforts to reform the US intelligence community addresses these virtually intractable pedagogical, cultural and organisational challenges. However, there are some possible measures to remedy these weaknesses, at least partially. Emerging information technology, already being adopted by commercial and non-governmental enterprises, has the potential to address key aspects of the structural problems plaguing the intelligence community."
"Securing Afghanistan's border",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644617514&doi=10.1080%2f00396330600594314&partnerID=40&md5=659cb9e178f031693a8ecbebbdead4c0","As Afghanistan goes through a painful transition from a theocratic past to a possible pluralist future, the country continues to face serious border-security problems. The most problematic border is with Pakistan. Although Islamabad has repeatedly pledged to stop cross-border armed infiltrations and drug trafficking, Kabul strongly believes that Pakistan has not done enough. Unless this long and treacherous border, with a complex history, is secured, it has the potential not only to undermine Afghanistan's transition, but also to imperil regional stability. The sooner this challenge is overcome the better for all parties concerned, and the power that can play a key role in the process is the United States."
"Iran and North Korea: The proliferation Nexus",11,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644616089&doi=10.1080%2f00396330600594264&partnerID=40&md5=102704f24238168e3d2a47f37f0a36a8","As international pressure mounts against the nuclear and missile proliferation threats posed by North Korea and Iran, the two nations are increasingly likely to turn to one another. While nuclear cooperation is a matter of unconfirmed speculation, North Korea-Iran missile cooperation is well documented. To what extent the two pariahs coordinate strategy is unclear; certainly they keep an attentive eye toward each other. The United States, meanwhile, appears not to coordinate its own policies toward the two states. Washington engages with Pyongyang and has offered it security assurances, policies that remain off limits for Tehran."
"The Persian gulf and the geopolitics of oil",23,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644611345&doi=10.1080%2f00396330600594348&partnerID=40&md5=3b7e5071fff79b211de5d71ab102e91a","The United States has become increasingly entangled in Persian Gulf politics and this involvement will have wide ranging consequences for the geopolitics of oil and its stable flow to world markets. A refocus of US strategy is badly needed: Washington needs to exploit natural alliances among countries that have a stake in a stable Middle East. Internationalisation of issues is the best way to help the Persian Gulf region avoid increasing militarisation. Asian leaders are becoming increasingly worried about their economies' growing dependence on Persian Gulf oil and gas and are likely to be receptive to any multi-national initiative that would make supplies from the region more secure or provide a framework for developing alternative energy substitutes. In particular, the United States could greatly benefit from drawing China into the equation as an oil-importer ally rather than focusing on how Beijing could some day be a strategic rival."
"China, Japan and the scramble for Siberia",31,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644619645&doi=10.1080%2f00396330600594355&partnerID=40&md5=a996987b8ff89eba2577c4066bedddb4","If an emerging Sino-Russian energy nexus becomes sufficiently robust, there could be profound geopolitical consequences, including most significantly the consolidation of a bipolar order (China versus the United States) in the Asia-Pacific region. Japan's competing pipeline initiative suddenly appeared to become the front-runner in 2004, partly as a consequence of the Kremlin campaign against Yukos. Nevertheless, Russia's current plan represents a cautious strategy to preserve its flexibility and delay the difficult decision. The West should vigorously campaign for a route that reaches the shores of the Pacific, in order to enhance multipolarity in the Asia-Pacific region."
"Military force and European strategy",15,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644617515&doi=10.1080%2f00396330600594363&partnerID=40&md5=69e57dc9bdcf291d9ae566fb8237f3ad","Within the framework of the European Security Strategy, approved by the European Council in December 2003, it is assumed that European forces would contribute to global security and would engage in tasks that are different from classic war fighting or traditional peacekeeping. These operations can be described as law enforcement or human security operations even though they are more robust than policing and may involve the use of military force. Prerequisities for these operations include: the primacy of human rights; legality; appropriate military response; clear political authority; civil, police and military coordination; and adequate intelligence and information. The coordination of these elements will require a change in military culture and in civil-military relations as well as considerable political will."
"Turkey and Russia: Axis of the excluded?",31,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644624828&doi=10.1080%2f00396330600594256&partnerID=40&md5=6cb3bfea3c11cd092ef20e9f673385ca","Since 2003, Turkey and Russia have drawn together in a new bilateral relationship. Mutual frustration with US regional policies and European attitudes has been the main driver of this rapprochement, along with expanding trade and increasing common ground on foreign-policy issues. Turkish-Russian relations have not yet blossomed into a strategic partnership, and suspicions linger after centuries of geopolitical competition, but the United States can no longer rely on Turkey as an automatic counterweight to Russia in regions like the Black Sea and the Caucasus. Together, Turkey and Russia also have the potential to obstruct American policy initiatives in the Middle East. To head off potential problems, Washington will have to address Turkey's concerns about US policy in Iraq."
"For a capability to protect: Mass killing, the African Union and NATO",6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644632746&doi=10.1080%2f00396330600594389&partnerID=40&md5=60cdf3d1eddc60edcc20eef0e15ea5d1","Darfur confirms what was already known: the United States and its European allies want Africans to take chief responsibility to stop mass killing in their region, and Africans are willing to try by using and strengthening the African Union (AU). Yet creating an AU 'capability protect' depends vitally on Western help. It is not enough to increase the supply of African peacekeepers: peacekeeping works when the warring parties are ready for peace, whereas genocide occurs when there is no peace to keep. Besides more peacekeepers, Africa needs a capability for forcible humanitarian intervention. This implies AU forces superior to the forces doing the killing, including those of the complicit regime - a tall order to be sure, but feasible because killing forces usually lack combat capability and are ready to kill but not to fight. To build such a force, the AU should look upon NATO as a model for force planning and force generation, and as a partner ready to assist and stand behind AU forces."
"Ukraine and the west",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644633899&doi=10.1080%2f00396330600594298&partnerID=40&md5=661ad6e42a35a438314779fccddaeb01","Unlike his predecessor Leonid Kuchma, Ukrainian President Victor Yushchenko is genuinely committed to Ukraine's integration into the European Union and NATO. Ukraine's integration into these institutions would dramatically change the political map of Europe and could have a catalytic affect on the region, reinforcing the Western orientation of Georgia and Moldova. It could also have an impact on the prospects for reform in Russia. However, Ukraine's Western integration remains uncertain. Yushchenko's push for the EU and NATO comes at a time when both institutions are facing new challenges and doubts about the wisdom of further enlargement. There are signs, moreover, that the Orange Revolution may be losing momentum. A lot will depend on the outcome of the parliamentary elections in March 2006. A coalition of reformist forces led by President Yushchenko could give Ukraine's push for Western integration new impetus. But a victory by the forces allied with former Prime Minister Victor Yanukovych could be a severe setback for Ukraine's hopes of Western integration."
"Averting failure in Afghanistan",28,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644627005&doi=10.1080%2f00396330600594306&partnerID=40&md5=a7dac00aecc7401983414b5d57e26efc","The current US and NATO strategy in Afghanistan involves establishing security with a light footprint. The deteriorating security environment demonstrates that this strategy has not been successful. The level of troops, police and financial assistance has been among the lowest of any stability operation since the Second World War, and there has been no peace settlement. The US decision to hand control of the volatile southern provinces to NATO has also triggered deep concerns among Afghan leaders about America's long-term commitment, as well as NATO's ability to fight a sustained counter-insurgency campaign. These problems are unfortunate, since they may undermine Afghanistan's success to date in building democracy and improving social and economic conditions."
"Hurricane Katrina and US energy security",8,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-31144472428&doi=10.1080%2f00396330500433449&partnerID=40&md5=f4c12d65cd19990f4f5ffd4940b7ef27","Hurricanes Katrina and Rita, which struck the US coast of the Gulf of Mexico in late summer 2005, illustrated the extent to which energy policy inertia has left America's economic and national security at risk. Failure to sustain efficiency gains after the oil shocks of the 1970s left the country increasingly reliant on imported petroleum. American leaders have neglected the need for international cooperation and a long-term transition to higher efficiency, based on market measures. In order for the United States to reduce its exposure to volatile world oil markets, resource nationalism and the potential for global economic disruptions, America must engage in the hard work of consensus-building and promoting a long-range effort to secure its energy future."
"Iraq in the shadow of civil war",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-31144475171&doi=10.1080%2f00396330500433332&partnerID=40&md5=2c9329d5c8ded2952a6931926ed26009","Iraqis are marching with open eyes into civil war. The party most responsible for this course of events is al-Qaeda, with associated Islamic nihilists and Saddam-era henchmen. They have openly declared their intention to ignite civil war by committing gruesome acts of mass murder targeted against Iraq's Shia. Such a strategy is perfectly in tune with the apocalyptic designs of al-Qaeda and the blood thirst of its Iraqi allies. But mainstream Iraqi politicians both in power and in opposition are playing their part in fanning the flames. There are a few courageous and increasingly beleaguered spiritual leaders, public figures, activists and professionals who are refusing to be swept up by the sectarian fever. Among them are some quite powerful figures like Ayatollah Sistani. Attempts at opening up the political process should focus on these leaders rather than trying to match extremists from one community with extremists from the other."
"Kosovo's moment of truth",7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-31144441447&doi=10.1080%2f00396330500433316&partnerID=40&md5=94a46aed95b577d6803945e292f0a61d","Six years after the end of the war over Kosovo, talks on its future are set to begin. They will be a led by a senior envoy appointed by UN Secretary-General Kofi Annan, and they may well end in what is called 'conditional independence'. What this actually means remains to be seen, but destabilising consequences, particularly in Serbia, cannot be ruled out. EU diplomats are hoping that the good news of a 'Stabilisation and Association' agreement with Serbia, which they hope to achieve in 2006, can help counteract the simultaneous bad news of the loss of Kosovo and likely secession of Montenegro."
"Constructing sovereignty for security",17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-31144479439&doi=10.1080%2f00396330500433357&partnerID=40&md5=c62b8c21ad9806ec95d4db99abf2cfb2","In a global order based on juridical sovereignty of nation-states, the missions called 'peacebuilding' by the UN or 'stabilisation operations' by some governments necessarily require the building of states. The international organisations and governments involved in such efforts, however, have neither the doctrine nor organisation for such tasks. Problems encountered in recent efforts signal the need for a unified international counterpart for the recipient national government. Peacebuilding and statebuilding require transitional governance institutions that incorporate the concurrent need for internal and external legitimacy transparently, rather than in a fragmented, secretive and ad hoc way. The peacebuilding mechanisms proposed by the Secretary-General's High-Level Panel on Threats, Challenges and Change have the potential to bring order into the anarchy often created by multiple agendas, doctrines and aid budgets."
"Countering international terrorism: The use of strategy",18,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-31144434421&doi=10.1080%2f00396330500433373&partnerID=40&md5=deedf675e60b5e82172638092618e223","An effective counter-terrorist effort needs coherence of effort among a wide variety of public- and private-sector bodies, and this is best achieved by adopting a conscious process of strategic planning. UK counter-terrorism strategy rests on four campaigns of prevention, pursuit, protection and preparation. This approach needs to be transferred to the international arena to generate a stronger sense of strategic direction in countering al-Qaeda and its associated groups and ideology, while allowing nations to participate in countering terrorism in ways appropriate to their constitutions and circumstances, with results that will be mutually reinforcing. Such strategic orientation will help guard against pressure for short-term measures likely to prove counter-productive in the long term, and improve the effectiveness of public communication to counter the terrorists' own narrative."
"The transatlantic agenda: Vision and counter-vision",10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-31144445061&doi=10.1080%2f00396330500433258&partnerID=40&md5=5914c952e975ac6eba0c1f0c91a72569","Underlying the transatlantic tensions of recent years is a philosophical gap between visionaries who can imagine, for example, a radical democratic reordering of the Arab Middle East, and counter-visionaries who worry more about costs and unintended consequences. The fundamental issue is strategic. It concerns the readiness to acknowledge and adjust to the power of others, however undeserved, illegitimate, inconvenient and awkward this power may be. By and large, the counter-visionaries believe that the visionaries go wrong by always seeking to ignore, circumvent or defeat opponents. This disagreement between visionaries and counter-visionaries is not simply one of Americans versus Europeans, although it has recently turned out that way. While the limits to the ability of Western states to promote political change elsewhere have become apparent, and so the transatlantic disagreement has eased, questions of ideology and legitimacy are still vital, as is evident in the debates about how to deal with China and Iran. In some respects liberal democracies cannot help but provide a strategic vision for those coping with authoritarianism, but the potency of this vision in the end will depend on how well it seems to work at home, and the capacity of the transatlantic states to cope with the domestic as well as the international challenges they face."
"New directions for transatlantic security cooperation",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-31144444295&doi=10.1080%2f00396330500433274&partnerID=40&md5=5e8244d38efa3c66faec467a91db0382","Western armies are masters of the conventional battlefield, but continue to have difficulty prevailing in unconventional conflict. Yet unconventional missions, including peacekeeping, counterinsurgency, counter-narcotics and counter-terrorism, are the only kind that NATO or EU forces are likely to be collectively assigned for the foreseeable future. These, then, should be the focus for NATO and EU planning, training and equipping. While the UN is the cheapest, most generally acceptable and often most effective instrument for managing international military interventions, there is an effective ceiling beyond which the UN will not suffice. The UN does not do forced entries, and has never fielded more than about 20,000 troops in any single operation. Where these thresholds must be surpassed, NATO, the EU or an ad hoc coalition will be needed. Afghanistan is the next test for Western collective defence efforts. Success there will require greater EU as well as NATO engagement."
"Passive sponsors of terrorism",24,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-31144441191&doi=10.1080%2f00396330500433399&partnerID=40&md5=31bc67de43e202b83fb5430a6aa7008b","Defeating radical jihadists today requires all states to act aggressively against them-an exceptionally difficult challenge. Some states aid terrorist groups by being passive as terrorists operate on their soil. The experiences of Saudi Arabia and Pakistan vis-à-vis al-Qaeda, as well as the US tolerance of Provisional Irish Republican Army activities during the 1970s and 1980s, are instructive. These cases suggest that passive support usually occurs due to strong popular support for a terrorist group's cause, a perceived lack of a direct threat to the regime, and limited costs to the government for tolerating these activities. Halting passive support is difficult and requires new policies and a new way of thinking about the problem of state support for terrorism."
"The impending demise of the postwar system",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-31144452118&doi=10.1080%2f00396330500433225&partnerID=40&md5=17715db85692d6b999d3e3c4eb7ba3a0","The benign American world order launched by President Harry Truman in 1945 has contributed enormously to humankind, yet is likely to die in our lifetime. America and the West are neglecting it just as new challenges and new powers emerge. Alternative visions of the international system are abundant, from China's to the American neo-conservatives' to Osama bin Laden's. The vision behind the Truman world order remains the most powerful, and can still be salvaged. But the United States, as in 1945, must provide leadership and develop a new contract between America and the world. The principles for saving the postwar system are not difficult to find; the real challenge is to get America to abide by them."
"Preventive force in US National Security Strategy",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-31144435700&doi=10.1080%2f00396330500433290&partnerID=40&md5=bbe76dac28c38ca1daadc9833371a100","The Bush administration's 2002 National Security Strategy touched off a vigorous debate in the United States and abroad, which intensified with the war in Iraq, over what appeared to be a novel, broad assertion of the right to use force to prevent latent threats from emerging, particularly threats associated with terrorism and nuclear, biological or chemical weapons. But the use of preventive force - and the debate over its legality and wisdom - predate the Bush administration's post-11 September 2001 strategy. A careful examination of the history, rationale, costs and benefits of using preventive force suggests that, while rare, preventive force has a legitimate role to play in tackling some of the most dangerous security problems facing the United States and the wider international community."
"Terms of estrangement: French-American relations in perspective",6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-23844558792&doi=10.1080%2f00396330500248011&partnerID=40&md5=bc8a152d803f99eb5da7290b0c81b501",[No abstract available]
"Jihad in Europe: The wider context",7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-23844461783&doi=10.1080%2f00396330500248029&partnerID=40&md5=d96124e5327ca631d3d309d1d61c705b",[No abstract available]
"China in Africa",91,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-23844491447&doi=10.1080%2f00396330500248086&partnerID=40&md5=e5598ae2a04da9b4b6b6e95f179d0387",[No abstract available]
"Rethinking the EU: Why Washington needs to support European integration",6,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-23844508435&doi=10.1080%2f00396330500248037&partnerID=40&md5=7a0677b47e054261263c733b3a6c6c8f",[No abstract available]
"India-Pakistan deterrence revisited",17,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-23844432252&doi=10.1080%2f00396330500248045&partnerID=40&md5=17859b11b6e136ab93a69cb7b6f9915e",[No abstract available]
"The European disunion",5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-23844476753&doi=10.1080%2f00396330500247997&partnerID=40&md5=5881bf0a24c803a0fa656af511076c06",[No abstract available]
"The lost meaning of strategy",73,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-23844549863&doi=10.1080%2f00396330500248102&partnerID=40&md5=354f59737b40c3fe78c179fafdbb2d10",[No abstract available]
"Anatomy of a habit: America's unnecessary wars",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-21344454648&doi=10.1080%2f00396330500156545&partnerID=40&md5=f3a69c7a50b7f8c34207aae499e2053e","The manner in which and the reasons for which the United States went to war against Iraq in 2003 do not represent a radical departure from the past. American history shows that the United States has had a strong propensity to become involved in unnecessary wars. These wars share some common characteristics: they were justified in the name of America's presumed historical mission; they were entered into on the basis of false premises; a relatively small 'war party' was indispensable to the decision to go to war; the two-party democratic competition frequently acted as a stimulus to military action; and the wars exhibit a kind of 'law of unintended consequences'."
"State-building in southern Iraq",9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-21344462609&doi=10.1080%2f00396330500156719&partnerID=40&md5=8c2c35fe602ca4ccbbfd97cf9bf54235","The Coalition Provisional Authority (CPA) in Iraq was a civilian administration conjured up from almost nothing after the initial conflict was already over. It was inevitable that it should have suffered from grave shortcomings in management, organisation, staffing, direction and resources. But some of these were avoidable. While governments and the headquarters in Baghdad focussed on high political and constitutional matters and the organisation of large-scale contracts, CPA staff on the ground elsewhere faced very different challenges with which they were ill equipped to deal. The prevailing security environment was the key to all other activity, but there was a close relationship between this and progress over reconstruction, the development of local as well as national government, and the perceptions of the Iraqis."
"Colombia's tipping point?",10,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-21344469249&doi=10.1080%2f00396330500156602&partnerID=40&md5=3f3bb734ae702bae05b5e7d755bdf338","Álvaro Uribe assumed the presidency of Colombia on 7 August 2002, riding a wave of general dissatisfaction with the country's increasingly violent conflict. Uribe's ambitious plan to gain control over lawless territories and provide security to all sectors of society based on an expanded military and police presence and the creation of networks of civilian support has been controversial and has faced particularly fierce censure from human-rights organisations. Yet polemics have obscured some underlying facts about the conflict. It is possible to measure what is going on in terms of violent attacks, armed clashes, deaths and injuries. Such metrics, analysed rigorously, show incomplete but nonetheless unmistakable evidence that the Uribe government has had significant success in fighting the guerrillas while reducing civilian deaths."
"The 'war on terror' in historical perspective",32,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-21344445240&doi=10.1080%2f00396330500156594&partnerID=40&md5=6dcc99904fd647092fbbfe85da9be9ee","Despite its strengths and electoral appeal, the US doctrine on the 'war on terror' takes too little account of the history of the subject. The struggle should be presented, not just as a fight against evil or as a defence of freedom, but also as a fight against tragically erroneous ideas. It should be seen as a means of ensuring that the societies from whence terrorism comes do not succumb to endemic violence. It needs to encompass close attention to after-care in societies that have been torn apart by terrorism. An important aim must be the relegation of terrorists to a status of near-irrelevance as long-standing grievances are addressed and peoples can see that a grim terrorist war of attrition is achieving little and damaging their own societies."
"Trading places: America and Europe in the Middle East",5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-21344457196&doi=10.1080%2f00396330500156560&partnerID=40&md5=8a04be5fd302d4975b0f6e1a12798ce7","For most of the past century in the Middle East, European powers like Britain and France were self-confident, interventionist, militaristic and prone to unilateral action. The Americans, on the other hand, were sympathetic to the locals, committed to compromise and strong supporters of international law and the United Nations. Now it's the other way around. As case studies from Iran, Iraq, Algeria and Egypt show, the two sides have effectively traded places, as a result of their changing roles in the international system. The fact that Americans are now walking in European footsteps does not mean that they will suffer the same fate as their predecessors. If America can avoid the temptation to act like an imperial power and legitimise its efforts by promoting democracy and winning international support, it might also be able to avoid the resentment and violent resistance that doomed the British and French."
"The long road home: Protracted refugee situations in Africa",13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-21344437753&doi=10.1080%2f00396330500156636&partnerID=40&md5=84dd5c091fefbbda170583c3ba5655a4","Protracted refugee situations are a critical and growing element in continuing conflict and instability, especially in Africa. Such situations can result in direct security concerns, including the presence of armed elements within the refugee population and the spill-over of conflict across borders, and indirect security concerns, as tensions rise between local populations and refugees over the allocation of scarce resources. Somali refugees in Kenya and Burundian refugees in Tanzania constitute two of the most challenging protracted refugee situations in Africa. The overall response to protracted refugee situations remains fragmented, compartmentalised and ineffective. What is required is a new policy agenda that extends beyond conventional boundaries and seeks to integrate the resolution of chronic and recurring regional refugee problems with economic development and security issues."
